PeriodoInforme,RUT,RazonSocial,Planta,Punto de Descarga,Norma,Parametro,Tipo Muestra,Limite exigido,Unidad,Frecuencia exigida,RPM,Fecha emisión RPM
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,1.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,Caudal,COMPUESTO,12,m3/dia,30.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,Cloruros,COMPUESTO,400,mg/L,1.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,Coliformes Fecales o Termotolerantes,PUNTUAL,1000,NMP/100 ml,1.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,DBO5,COMPUESTO,35,mgO2/L,1.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,50,mg/L,1.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,9.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,Poder Espumógeno ,COMPUESTO,7,mm,1.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,1.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,Sulfuro,PUNTUAL,1,mg/L,1.0,75,2019-01-18
2024-04-01,  11928721-9,,pascual arriagada,Descarga 1 (Proc. Productos del Mar),DS 90,Temperatura,PUNTUAL,35,°C,9.0,75,2019-01-18
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Arsénico,PUNTUAL,"0,2",mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,DBO5,PUNTUAL,60,mgO2/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Fluoruro,PUNTUAL,"1,5",mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Fósforo,PUNTUAL,5,mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Hierro Disuelto,PUNTUAL,10,mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Indice Fenol ,PUNTUAL,"0,5",mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Manganeso,PUNTUAL,2,mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Molibdeno,PUNTUAL,"0,1",mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,50,mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,SAAM,PUNTUAL,10,mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Sólidos Suspendidos Totales,PUNTUAL,100,mg/L,1.0,91,2008-01-16
2024-04-01,  61103019-3,ALA BASE N.1,BASE AÉREA CERRO MORENO,C.MORENO,DS 90,Zinc,PUNTUAL,5,mg/L,1.0,91,2008-01-16
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Caudal,COMPUESTO,220,m3/dia,30.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Cloruros,COMPUESTO,400,mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Coliformes Fecales o Termotolerantes,COMPUESTO,1000,NMP/100 ml,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,DBO5,COMPUESTO,35,mgO2/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Fluoruro,COMPUESTO,"1,5",mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Fósforo,COMPUESTO,10,mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Hidrocarburos Fijos ,COMPUESTO,10,mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Indice Fenol ,COMPUESTO,"0,5",mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,50,mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,30.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Sulfato,COMPUESTO,1000,mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Sulfuro,COMPUESTO,1,mg/L,1.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Temperatura,PUNTUAL,35,°C,30.0,5891,2012-12-27
2024-04-01,  61105000-3,FABRICAS Y MAESTRANZAS DEL EJERCITO,FAMAE,PUNTO 1 RIO MAPOCHO,DS 90,Tetracloroeteno,COMPUESTO,"0,04",mg/L,1.0,5891,2012-12-27
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,PLANTA RILES ASMAR TALCAHUANO,PUNTO 1 BAHÍA DE CONCEPCIÓN,,,COMPUESTO,,,,,
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Aceites y Grasas,COMPUESTO,150,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Aluminio,COMPUESTO,10,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Cadmio,COMPUESTO,"0,5",mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Caudal,COMPUESTO,999999,m3/dia,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Cianuro,COMPUESTO,1,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Cobre ,COMPUESTO,3,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Cromo Hexavalente ,COMPUESTO,"0,5",mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Cromo Total,COMPUESTO,10,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Fluoruro,COMPUESTO,6,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Hidrocarburos Totales,COMPUESTO,20,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Indice Fenol ,COMPUESTO,1,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Manganeso,COMPUESTO,4,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Níquel,COMPUESTO,4,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Plomo,COMPUESTO,1,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,SAAM,COMPUESTO,15,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Sólidos Suspendidos Totales,COMPUESTO,300,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Sulfuro,COMPUESTO,5,mg/L,1.0,818,2007-06-12
2024-04-01,  61106000-9,ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR,REPARADOR TALCAHUANO,Descarga emisario,DS 90,Zinc,COMPUESTO,5,mg/L,1.0,818,2007-06-12
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Aluminio,COMPUESTO,5,mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Arsénico,COMPUESTO,"0,5",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Boro,COMPUESTO,"0,75",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Cadmio,COMPUESTO,"0,01",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Caudal,COMPUESTO,"1,165e+006",m3/dia,30.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Cianuro,COMPUESTO,"0,2",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Cloruros,COMPUESTO,400,mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Cobre ,COMPUESTO,1,mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Cromo Hexavalente ,COMPUESTO,"0,05",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Fluoruro,COMPUESTO,"1,5",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Hidrocarburos Fijos ,COMPUESTO,10,mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Hierro Disuelto,COMPUESTO,5,mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Manganeso,COMPUESTO,"0,3",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Mercurio,COMPUESTO,"0,001",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Molibdeno,COMPUESTO,"1,6",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Níquel,COMPUESTO,"0,2",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,240.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Plomo,COMPUESTO,"0,05",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Selenio,COMPUESTO,"0,01",mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Sulfato,COMPUESTO,2000,mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Sulfuro,COMPUESTO,1,mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Temperatura,PUNTUAL,35,°C,240.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,CODELCO CHILE DIVISION EL TENIENTE ALHUE,Aguas Claras Embalse Caren,DS 90,Zinc,COMPUESTO,3,mg/L,4.0,2956,2010-05-04
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D12 - DUCTO EVACUACION PIUQUENES,,,COMPUESTO,,,,,
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D13 - DREN KM 19,,,COMPUESTO,,,,,
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Aluminio,COMPUESTO,5,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Arsénico,COMPUESTO,"0,5",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Boro,COMPUESTO,"0,75",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Cadmio,COMPUESTO,"0,01",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Caudal,COMPUESTO,11448,m3/dia,30.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Cianuro,PUNTUAL,"0,2",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Cloruros,COMPUESTO,400,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Cobre ,COMPUESTO,1,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Coliformes Fecales o Termotolerantes,PUNTUAL,1000,NMP/100 ml,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Cromo Hexavalente ,PUNTUAL,"0,05",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,DBO5,COMPUESTO,35,mgO2/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Fluoruro,COMPUESTO,"1,5",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Fósforo,COMPUESTO,10,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Hidrocarburos Fijos ,COMPUESTO,10,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Hierro Disuelto,COMPUESTO,5,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Indice Fenol ,PUNTUAL,"0,5",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Manganeso,COMPUESTO,"0,3",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Mercurio,COMPUESTO,"0,001",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Molibdeno,COMPUESTO,1,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Níquel,COMPUESTO,"0,2",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,50,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Pentaclorofenol,COMPUESTO,"0,009",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,24.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Plomo,COMPUESTO,"0,05",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Selenio,COMPUESTO,"0,01",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Sulfato,COMPUESTO,1000,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Sulfuro,PUNTUAL,1,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Temperatura,PUNTUAL,35,°C,24.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Tetracloroeteno,COMPUESTO,"0,04",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Tolueno,COMPUESTO,"0,7",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Triclorometano,COMPUESTO,"0,2",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Xileno,COMPUESTO,"0,5",mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D14 - DREN KM 12,DS 90,Zinc,COMPUESTO,3,mg/L,1.0,977,2016-10-18
2024-04-01,  61704000-K,CORP NACIONAL DEL COBRE DE CHILE,DIVISION ANDINA CENTRO TRATAMIENTO DE RESIDUOS,D15 - DREN CORTINA LO LEONES,,,COMPUESTO,,,,,
